Name,Picture,Prix/jour,Type de boîte,Ville,Carburant,Modèle,Personnes,Classe,Name,Number Phone,Serial,Marque,P,Video,Reserve,Clima
GOLF 8,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi8vTyc04vZ3WMb4K-MYroE0ywn-ZLh3Q0zRFEyBuRdEkkbEmImaE8KX8GEdu9vGa9M5vQ0WanU6Zq6k0bpPJrvNj9kap3EiHBRUKV9Heu74ZMOPKKuaNSD41RzihbizoJzCF9JezMRrQWzQVvhp-IQSXhWImpya99t6BqLfSguobpMDf8ZnBpI4_Wiog/s531/4227.png,900,Automatique,Marrakesh,Diesel,2022,5,Moyenne,REDKECH CAR,212600238096,#004346,Volkswagen,,,,
CLASS A ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiBsC0i1BRaxLpyPGxI6k7_zb1aGYAij32eORuVPpkPQ_7ojmcaLDJiVOUciqXCeDtnewrcDvhoS2UHsj0Kz6mZIsXaRbolTje1aqh2ccbZGXRcvf-EYP6zEXv8faTjESAv6uc-7HM-izf1NgJEtCn11Tuk4YbOZovqveldGb4tTwVmMLI-GGELw8tyJw/s531/4228.png,900,Automatique,Marrakesh,Diesel,2020,5,Moyenne,REDKECH CAR,212600238096,#004347,Mercedes,,,,
TOUAREG ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEip7DHY9-R9cXz9g55ySaOJr1sFG15wg1d7f7Q9ha4Tol9epRzdEBa7bmGlAjB6wDufRnfimlkgnwY1Eon8UATXFxw54c8NNsFpKO04U07NkDMui3mDeRLScstrl3aYrR_DTchFI0Dg0Cdxf1j70a0rtnrMq98zoWli0mXKe6XhMYtBlnwXZRl2nHAGVA/s531/4229.png,1000,Automatique,Marrakesh,Diesel,2022,5,Luxe,REDKECH CAR,212600238096,#004348,Volkswagen,,,,
MACAN ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiuLXlxXn4ceZMXcp4DOmbPNR4hRKgdDz-uvg32Lkdde0p0wgczETRAA27cvDPoWGU-NVx2ghhQBzOC4pcgQZuCBTQVigTgzOrRWThFMI5AQr4vRS_BgMU3j-CTBRhyphenhypheneoOyBda56CFA_IBLIgSYFQT01Kc0LkZSo5AauNu5KP9CglOIRy3sUFV1PezVqQ/s531/4230.png,1900,Automatique,Marrakesh,Diesel,2022,5,Luxe,REDKECH CAR,212600238096,#004349,Porsche,,,,
Q8,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEix6b9jI2mKPdiccAMrP6NRprVzgZJsekjWwOxE0sAkZNvKkTfHVdde6VNaws5z7oYlx4m2RhPAEnSNSo6qkFTZRRdCbCIjLo3G3YpdUDDKfe5U97xoZfIZPBZEShyA90cXUI_7Qq4WVKM9smI4qsybBZAXT4PPdW-x15FV09M_mfl-Pjco6n3EBK-U4Q/s531/4231.png,2000,Automatique,Marrakesh,Diesel,2022,5,Luxe,REDKECH CAR,212600238096,#004350,Audi,,,,
i10,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhHDUUdYZGAls_l5NkikuTEdoaw_Vzg_g1SKA82PVsZCYVxcH6P6cp383io8d5fd_iGlzR3nFSlLnE4On9mOiQpZ0Mjj1K3DLeu5SlXIMBZEHBwfmNDLQrs4ESERcW7FjdnAIuBGgnhFvZUrzJT0cmdzMB-hZyFtn3P0jGV6Iymho32WPStEIbD1FcexQ/s531/4232.png,190,Manuelle,Marrakesh,Diesel,2022,5,économique,BANDY'S CARS ,212661982944,#004351,Hyundai,,,,
LOGAN,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiO5ro79m4OcZVxmRTWWLLa-n0bWKWL0ckfv6KwJvTX_A3OMW_8zRblVt9CgEionVgm9mh_aTN8_THxdF_Rhg3M0mYEmgNbLzdF-NmfyQr6sda0WT38fM0b5e9PDzOMcOzEDLfwtgW_dhZwOSl9gbsBd5VX8v1iFHanPWqaVg251SJvyYvLDVkNx8Fvqg/s531/4233.png,200,Manuelle,Marrakesh,Diesel,2022,5,économique,BANDY'S CARS ,212661982944,#004352,Dacia,,,,
CLIO4,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjAQKkFw0YUEOUvAV0HQH_pgyz28202TpLCenNTIseHJrk7lqlJzunHUfkRKqKzqXWRcVB5Ojrqjh_5NdfF6GP4M7OQoOPau2n9M6j0qKQGC2dF4cf8F71pIqqZktY3AVBsDd3cWr_BgYnJ0RuX2r4UFFKrKqBVqtj8LtL8ztAdC2JAlZ8LJkLY90BxAg/s531/4234.png,200,Manuelle,Marrakesh,Diesel,2019,5,économique,BANDY'S CARS ,212661982944,#004353,Renault,,,,
C3,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgrI5APVuJx25qYMcHcj8SwEnzeqgA2Wn1Z9AFXs7tXSSFYeCio6ykEBjzWJbkarbBdrS6mn2ft39UwVwp918DCNkuRLk72EmEmFW0tEkKuUV9mLuhV4BKPtfMXTGMLHL7NQ87Jc9qJppt6-6F0rRHh3g6lIrB0rET13Ny0FpqhEN_gWc5z2iwruRYCCQ/s531/4235.png,290,Automatique,Marrakesh,Diesel,2023,5,économique,BANDY'S CARS ,212661982944,#004354,Citroen,,,,
i20,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi8rsHtshdDid3BgtSYLDY3ftEdoCjive0B8o9n05prOHVPLolftW6BGNAtQzALeys02uqb14MW2XB-HT5Dg5GjQQTW44e_nPK__4Wt8JIJXOv6Yu4ZPAteqwjM5ob3mr4OTrP1bgz5kyDooEqjOvKnvRLS157XMbyLZPKCjA4d8-IUiGUumSoe0XH2ZQ/s531/4236.png,290,Manuelle,Marrakesh,Diesel,2022,5,économique,BANDY'S CARS ,212661982944,#004355,Hyundai,,,,
208,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh3a60UF1i5nK1MQ1xGSvf2ywfW0LpXgG_HSpX5XqG0D51lGc5EYLeEqNXnrwBgs3-oj19_RwVsLTiqnqBc-iVYZ1pMHAC-QNNSeINKgdTxcyePNYQoy4hBXqi-VurBTs3N7i4LwEkBvJhR2MM0SEKJRmsfR80QuFWhCV1mgkTIJZIsbVKsR9jrXGKHkA/s531/4237.png,290,Manuelle,Marrakesh,Diesel,2023,5,économique,BANDY'S CARS ,212661982944,#004356,Peugeot,,,,
CLIO5,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjqlfuPxNOatWNlH6DZbQe4HH4vxpsPDcgSYNs0Xh8ELWYjBPZH6oT0JU2PSsBYEa6N-Z17Aa01m9cmrHFk0jM_T1RqMGddI12724RwBEykLf1hqITkXWGS2mtkjjTz-exSq55JX1Jc8gPzUmUNybHk_P0cKdBWvbQLpYyOew30lhjr6L5H_X21m455yQ/s531/4238.png,290,Manuelle,Marrakesh,Diesel,2023,5,économique,BANDY'S CARS ,212661982944,#004357,Renault,,,,
DUSTER,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-SXV2ivyvVmhyuun4q9fXa94WIJF9nw_Iqw5iYww_9t6hTIEMsMbHRSo2fM1c2od78BJWUeJ_XDbZVnRFnUNZB8IYwnAacMhNZeecygEFYIbVt4BztmsSkiHq6ZOygBjtoED07V5KuMI8hQaFRYFA1cZLyM4rf5Vjwq5ZEn67U_p1WrkfHzrjruIxpw/s531/4239.png,350,Manuelle,Marrakesh,Diesel,2023,5,économique,BANDY'S CARS ,212661982944,#004358,Dacia,,,,
ACCENT,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgtNb1tAtn0tFXucW5B8AYsiDaTmX1xO-V_kPv_TSOlhbSEucHQPKEkqxAOxl3v40jWOPztIaO2_BUPmP4spe05-hwNktN9RkUiaCmfZcHkNsboy5r5qJ_LHwsJSd9A30JAoqiS98dEhwgZmiPPzkjXQCqBHUtEwWr7q_lUMdM1rBBlkvDcx349-XsP4Q/s531/4240.png,350,Manuelle,Marrakesh,Diesel,2024,5,économique,BANDY'S CARS ,212661982944,#004359,Hyundai,,,,
KADJAR,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVb3Oezh8YAnK00NGnweoxhHTDw76IRz0Q8Gv2V9_lsWSRUpoS7hmp-O5FJre7FSBSIeQqZAWrZYrDD76cB1_Pg-SoafQRGcw8nxI8dNwGhWc4AJM_scv9KLluuX5xU6wKeYq8FZPCqd31VigqSfICnhMi67rPJv9S4N6OSz_36BLmdtpYPHNQ-9FOMA/s531/4241.png,350,Automatique,Marrakesh,Diesel,2022,5,économique,BANDY'S CARS ,212661982944,#004360,Renault,,,,
500,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgjT3C6IJbF16pLO4Pgh6sNph_n1m1aS4NcDqYPCuesLPpHrgL2DcUjaS3Rd8vwQGglC-1lQANAfNfeM0oa6zSE3d_ac-vkFHHKkv5wNYCH31tJCRIhMCwKYnSvoWD63lQIdqOngCfklJw0c2ireDUMn4pQAGIyoCWf0ZNQiMbL0-KkEViFvRSjhyLjQg/s531/4242.png,350,Automatique,Marrakesh,Essence,2023,5,Luxe,BANDY'S CARS ,212661982944,#004361,Fiat,,,,
BERLINGO,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiEeo48WxbfFg_h6yxszoCoD5rZtkCc2WWY3LfgHFAWNaVeX-WGd3fwCw3tURG87ehoUAnq3Qvm0-sT4X8Lm4caayLE3giwKqYwBJB50OQvMb8_-XElSJVwsy9v-Zuu7bUSBWcnT9ARveYxLCIcVIqabC0anXN35nkwp0Yhk6pHDk1vCJuoQEgn823GuQ/s531/4243.png,500,Automatique,Marrakesh,Diesel,2022,5,Moyenne,BANDY'S CARS ,212661982944,#004362,Citroen,,,,
CLASS A ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg67PyujjODyYpAfEQ3TIPEU0CmnOx98aVgdMuNL2qQ4RRIldhmag9bzXeb4Ih0Fgz69wUCFsy5SAuJIpn4lO63AJvk6MrU7XEUBs4qREhMr9sxjf4ZU3E5cypeHMXY3pIVD_evocPmJyJv3tdvun-NpE3MQYO8SLkyYcT3-_J8a01cstbN6mZoOTbe7Q/s531/4244.png,950,Automatique,Marrakesh,Diesel,2022,5,Luxe,BANDY'S CARS ,212661982944,#004363,Mercedes,,,,
CLIO4,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgNXq-nP4bYiWAPfAMSvvUbEoIdjX-wRTSOur_rMlh8SRj1KN6_R1ymM7hfo3k03owvG6G7ALgbjWlWrBnnGd31WFpOyG5yGqAzMOqKZARp8FhvHYyJagY4pBOz3FLU8OQafT2z-4FX2VLIuSv3d_FEaJYlGGrKo-TmHk_xwelhg21QfHx2pBB_wgjA2w/s531/4245.png,240,Manuelle,Marrakesh,Diesel,2019,5,économique,Beverlycar,212661443533,#004364,Renault,,,,
POLO,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh_e8n4YlepB2D4ClnOALpnYpeQMbaXUInrj5pZUGqfBEomZhkECibnpnOgiYIBkBWa8UrJip34QCKgb5aGOQ-1AqS0bIYoMd_ixI6q9TP1aWpEuO4PoN9AKHdzZ0dtzK5xfEUkTU8Zro55ddUdCJalgghmCYUzsrNLrUB1oe0AVKD5kUJd_4Bxc4E8nQ/s531/4246.png,230,Manuelle,Marrakesh,Essence,2022,5,économique,Beverlycar,212661443533,#004365,Volkswagen,,,,
CLIO4,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhyB3lcouEYjIHUPgIQ2ntYljK1mO-zXlAiIEHbdAP874ir4g4csAtdbfCoM8E5MB0YUeElyxZ-Hj046oAxyWQGKlBCntOQwBd3L4x9R_pWCuJZG_7PFI0GAxePIjnbe9DHrSX9SLcLzhp6fV8LwP0lnhrXS8bO54FVRe2R7IJtNSF9kyNBTY4GX69kmA/s531/4247.png,280,Automatique,Marrakesh,Diesel,2019,5,économique,Beverlycar,212661443533,#004366,Renault,,,,
CLIO5,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg5r5_k5MLp3adifHWmyKKdWX8PFqoYcSjfjAvT3Cjrub0I5bX_H7wCUFnZHatyHY9E6h1r1Lrel9l5o7ZLuYhgcYdWpK-oKAOaB0L676EDqxEgH4IR6TjPY5v7y-eG4uhbChy776VUjSxYIBtwFqmMhzGHzyNFooeJ3pYIFuTD_ish1pTNfaRRbXJ62Q/s531/4248.png,280,Manuelle,Marrakesh,Diesel,2023,5,économique,Beverlycar,212661443533,#004367,Renault,,,,
MEGANE,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjuNquL8BoLhsv5U3EQ1-InfwCOFrHVLB0h7-1S15k2b7kUTP_5xMr9fArBw04y2a-Z0EiCQCIGhAL6m6u6F6e1w4zsoUyTT0erB7_jSWrk9_KH9MLF9ESRST00Jbo1iubQkjsBhwGJSG8lRFX7NxoGXqnuKPh34_SvQeAcPxpqlaTVF9ZuIxo1gLyv1A/s531/4249.png,290,Manuelle,Marrakesh,Diesel,2022,5,économique,Beverlycar,212661443533,#004368,Renault,,,,
308,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgMTKXWPCtZMNzTLPGz6cBC8FINNpuWqyj_ORK0PsETF1XsHq7j-Rlgl-dKxMT1AVmuLleTL0lYWJRPfXAE_gE7gkcnrU-LunlKobFAlwB7ydtbbq7JYaLKITh-C5wj6Jpn5ntSameXUM0kjNhmF6b8h6hPM-AQYmDWfPigCPA1OGVhwV6GiWlau2HPZA/s531/4250.png,400,Manuelle,Marrakesh,Diesel,2023,5,économique,Beverlycar,212661443533,#004369,Peugeot,,,,
IBIZA ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhJoDU2vw7yYJEsYS3R8FETtHy3kdwbyXPAQABYXGSaEuOKXWtiQKkrB4NIv51_IolxHUzC9w6JzCBDrITnuy-aGkYp7j1RBqt35qyKh6rtbVyN4fUqKIaScIQS2bNnAhShfG_0ErVyKKmQcCL5Qr_SZ-9ZbPq2X4qU0JlqPS9Kx9eLLELhlURvLUoeug/s531/4251.png,350,Automatique,Marrakesh,Diesel,2023,5,économique,Beverlycar,212661443533,#004370,Seat,,,,
T-ROC,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEga_VCziGMZ1m5vSte0BMezV9F4lLk-EWxt4HV35MZwhGaZI7Je16Me7SwpoTSVXPc7nqjXsdRW5tn5kY9M8Lys0jmML6xoSjBLepir4jTcbq3eIaAPoEyp3SdgtDQvs1YYIyNr_OklqGTplpfxR0QdJsgmYeiBX8d4DFOaO5HieBpOYp3KjHPI_a4NLg/s531/4252.png,500,Automatique,Marrakesh,Essence,2023,5,Moyenne,Beverlycar,212661443533,#004371,Volkswagen,,,,
RENEGADE,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi0JpaUizNvQOJG-qynfKw678HP-BPBiR0zkq5FHmJddDIo7SWW3bVZYxPsup22myIHB6sA_6EzUqLVOJyskKozqnqjOcJ2kyMkyJoBxXM2rwEijur0axH0hh92PzqM42-lc7zwKDtfXCBFBIp-2TF_uHumJ0QLkoW9nATiCM690fwsMi1jLVFD9oMcSw/s531/4253.png,500,Automatique,Marrakesh,Essence,2023,5,Moyenne,Beverlycar,212661443533,#004372,Jeep,,,,
GRAND CHEROKEE,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjZHzsV2KfcSarbOM-BnOoxE3OQAeSPX2unYAxNa_ocQqoxr03HmjWmDBRFDRTGeu5GCX94P3J7Hxgq7a-03cgHJbnC1rtb_Cx5k4_edvaq-OF7B_8irBKQK-sjc9nG-If7Gbj3AdsT1Qc53GbHpuUcj6UpzYHJX-uFxmRqbMxgJHoXgTRhQjqFQF0oDQ/s531/4254.png,750,Automatique,Marrakesh,Diesel,2022,5,Moyenne,Beverlycar,212661443533,#004373,Jeep,,,,
RANGE EVOQUE,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEilJFFUPQ3hOphCfaiNhlLOynQ1aBFfJ1MLqEardYzBI1DoxvTBJwfOJycpuqAwvRNmuQ6gR9wU76dWAaWyN9iRQkUWz7cwavIDny5rsz4Of7T_YvBgE6_5VwCuChfRPPsCeVK72h1uhEsc3kVVVjYfQhrqvyNZARrRc0-UtSX1jAfwJSIfbZxepLXJXg/s531/4255.png,590,Automatique,Marrakesh,Diesel,2022,5,Moyenne,Beverlycar,212661443533,#004374,Range Rover,,,,
MACAN ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEie0cfBPtVtfyjWuqUhdy9L8rbmOBVVysdXxQtpxdYrzrzjbH0zgVjkAbc5u0AydjWQ_ETHIZQitL7ltjD-Kvui7VPvk8zOiUQWihZ3LEA2Fo2CmGePZXXO8rvq3CGIfVB4aXJDdmCC5KWbgeC0QlWA6IvzXBiH9Vtt0z_Gfokv1OMhi-NUacX_S3JLRg/s531/4256.png,2500,Automatique,Marrakesh,Essence,2022,5,Luxe,Beverlycar,212661443533,#004375,Porsche,,,,
URUS ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiAaqGpCtIQmntQlkRT_9XdGlQZhbRXswrApNNQX2wMUGyw9oGARyY5yc_6gPT6WAgrumNOVQaAZqHLqfqicmZiW7p7cOTcxYLjNBVdntKpfoO20Hnr_x221xCjKxZ2TeCL3bFQcCkQN-wr_Fz2-FQ7uv1DFD5iZo33jD4F6n2oIvC4y_4yofJBFF8Rjw/s531/4257.png,(À la demande),Automatique,Marrakesh,Essence,2022,5,Luxe,Beverlycar,212661443533,#004376,Lamborghini,,,,
TOUAREG ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhCR-RSw7GNHa12IpvUcPywYgBt4OzMjhHC9Zwpmy0sUY4vJiONRWmVkyLr7PU_AxVRhVRbIZWkdSFEdVLlXn1rvmXr-CS88PqPZwBKJKK4pgCMPvr2lcUpDdQrMYjt-1ormPX7AoguP-CSxmtzvvfY8K7rC6cLNHn6BgRMBCajE5KBadNSLefo9DN7ng/s531/4258.png,1200,Automatique,Marrakesh,Essence,2022,5,Luxe,Beverlycar,212661443533,#004377,Volkswagen,,,,
CLASS G ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgXleC-apbH4ZZZWjglwZDL3U4RawYTZG5AmEHH47xpj9ivpdzKorX_JRyoiQ5BHJEMdtsN0OIgIF7pMV0GWIZ4GmKacT5eLg__RHgfSX_IJepLNj6BdyTdSGcTPG9Fu6VgWLL_AIzxVeLljyhcNbwUZxTcZjW_hN-u3eTmqHz_AqGYJLjwr6JsSgcpAw/s531/4259.png,10000,Automatique,Marrakesh,Essence,2022,5,Luxe,Beverlycar,212661443533,#004378,Mercedes,,,,
Q8,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj8ymjLLw3wqgJdNTEoRP9biJ8P2hEDImEKz_fXtjXzUK_XNMizlzkfCZljRGOx4N-0jQoZVC3jOwhiHNSdCbd6JThpdg-kLhL_rREaNIyV26erPJA_wX53ofs5IhJeZu2fCDcayXWd64FCTMuol9Nb2Rq5u3wvXaq-qwV3NFjHQKW29FYYwYX1DXtYMw/s531/4260.png,2000,Automatique,Marrakesh,Essence,2022,5,Luxe,Beverlycar,212661443533,#004379,Audi,,,,
RANGE  SPORT,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg5v8kztJFsRMN6VHt0lvFcb6kJAK2elUSQx27kfbsqKRsN99r9zERclKaWriUbQ2H7J2eCpbKbIxEj0vXWWubX98bkQsAwhPptjHZIUV7TdL3vAcopK8aSlYvIGBKkSmQK7cieDSC2Zw2_ogwYrFXPCwjw9DWYoevEPVMwAWi087wCU8K9Eb7qPdDavg/s531/4261.png,3500,Automatique,Marrakesh,Essence,2022,5,Luxe,Beverlycar,212661443533,#004380,Range Rover,,,,
CLASS S ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgh6zwEOXRMvoozqsphScZmj1ptE5BMwn_4HlRBQagVOfpx8mCBxjkFD2jeLSdOooBy3UT9OLqJPwI1bEih2AvMax-tkOwd_Pn2YWNYBmW-TwO4KhdwnUvPOw3qAl7rDMUGYglRvV1ii5UIsl5RzOy_ggu_mifg06ZAJLw-5JyWucxSRg4wYaWd0q8Tww/s531/4262.png,3400,Automatique,Marrakesh,Diesel,2022,5,Luxe,Beverlycar,212661443533,#004381,Mercedes,,,,
CLASS E ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEijarYVx-e9yJ0ZqFJhg0h9UpUtBBiPzYuHHHw4P7MhQ1QqywJRduqkoaFpY65ofL2cT2H8GBy3_GY7IzvEPPudvoJtG-L9vUjo9gTJitwp1nCE4HEoChVdYdB0leO0wYwWfQyN-VdXz5vxZOaffQXgU_AuJ4DyPoqzX5t9b0F-7_nhl0bUimF8yLYqgQ/s531/4263.png,1300,Automatique,Marrakesh,Diesel,2022,5,Luxe,Beverlycar,212661443533,#004382,Mercedes,,,,
CLASS V 220,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEidI0-icU_aOFf7rapitDTYmo0njlmgpTC5UGU7CRdKoSAxGxgmrIhVH6eHGLxG9X_3BIKfgq2KUYDToUzPy_V2mZrDMImj8kyMci98MQJq-mREy9EtbizH4NL1mAnAGaKxWHpNz8Fw_M3LnsH6TVmYn-GsmxsxsJBeSYiy7Lq7cTFH9b7OKegW2ZhbDA/s531/4264.png,1200,Automatique,Marrakesh,Essence,2022,5,Luxe,Beverlycar,212661443533,#004383,Mercedes,,,,
SANDERO STEPWAY,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgWK5ZKS8jnlkln-Mgzd9DOCmDwbYcaVlkoSvKkZ9dhrLgy6t8JjOxc8PIziPDjpbhyphenhyphen0RfoVkUJbnj_n4lgwTZfDRlnvQ9q4RR3_f2aiMdorGAub3A1QMcw7EZMAsMNjnd3NbphvWCOkjBtSgMFLWbl0EcLS9x7VNFYzmQYRxAmQgZBMjWygOUKFMXe5Q/s531/4265.png,250,Manuelle,Marrakesh,Diesel,2022,5,économique,Salas car,212661149360,#004384,Dacia,,,,
SANDERO STEPWAY,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgMntAgLR47TLM0bRBB2WTI1CFH9ifYFMkJmJvsuz9f5Cjhb_mRUEaSYGOr93iFXlu0dyxG15vCJSTH48TtCtvkGN1zXkrVUWYAvquzqK9_GJqj9GCB_4cHN87oxev0WlnarvLudokuz-ki-_q9SqBPSmaJxsZ6xi-mBdkWNaHk3i5vAd0-psQQO-vhaQ/s531/4266.png,250,Automatique,Marrakesh,Essence,2023,5,économique,Salas car,212661149360,#004385,Dacia,,,,
LOGAN,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiCkHTIbjQdKLkTIjZ6JMPfj0SYvWNkseaSqc7LmmSsomA6kRXRwCmHhH1m6l6xNoN_ZnbpUgI9RclGyTjUX5QzwNqLFPpROAMP4tnI2SNy3vSXD6KpuEVuT2YVFtpNBgYeJriCHupBW-KlYSfy1B00Lu31bMRMHhG4lByM3D0LBZvV0QSSVQNmRu3NvQ/s531/4267.png,250,Manuelle,Marrakesh,Diesel,2023,5,économique,Salas car,212661149360,#004386,Dacia,,,,
208,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjKJp9eXT2U-Trat3jSdhcLgLs1T1LNO5uixHTQ5NquyMf__cWfuLsRi4tJBhyphenhyphenCySatxJJDntBoL7tzFcee7ddcb9cahcMTzBn-jBjJPN3tqNl3D2U00P8zs2k_QbAT6W-5SmJCInebBJR5syHt5BCBtddCjFWprdV6vJkVnU_H2vMheUKpozQSo3_Z3A/s531/4268.png,260,Manuelle,Marrakesh,Diesel,2023,5,économique,Salas car,212661149360,#004387,Peugeot,,,,
CLIO5,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgo0A_gUhVvp9SmZsx2pMbmXfdNfK61l8dXmDYGbTrPZ39Tf81Asj7A-kckPO-sMQnV3Vgptpw39qQU6HxMnZ0pjz8uKN4RbLeAvz6cyOKKmnk7-99L-GbHxqdSUc0gcEt4iO5OAgBfqC-eaibD4MJLMTI-9DwrIlT2TCwk6gDlog2-IBe8kV4t7-UT3g/s531/4269.png,260,Manuelle,Marrakesh,Diesel,2023,5,économique,Salas car,212661149360,#004388,Renault,,,,
500,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi9ufoPYEtjIUQM4iDZA6jHvV6LLtJn07t7KBeQeM9CZeZC3eBNmcxPgAKQgnh3Pm1tJjcS2mxoWK4I63h6X4B9T1MchN60XyrNR2vqFrNjtrJi7h4nv07R9RpGp5IZUyJv3hHeL2b-gPfzKZSEBBMw1muHByDBRSge3x8T5Nw5QF86prFx-Ko8Arg6Yg/s531/4270.png,260,Automatique,Marrakesh,Essence,2020,5,économique,Salas car,212661149360,#004389,Fiat,,,,
LOGAN,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj82LPp9RoDK3LRAx1zT6g2WP8jCOMVGXw6M-MVj4nF3iKa8eo2Y4mnZmwIzbrwToqgydHUUfJmyu75ZjCEuSIyIT9kuEQyzkX0EhMalzG9oNou5uyvpiSod04Nlvub-ZBQOZqstuM1SO463ZTIJLKH-d8mayn9jTH07ROePv5nCHb3sLIPAV9TK_elbA/s531/4271.png,270,Automatique,Marrakesh,Essence,2023,5,économique,Salas car,212661149360,#004390,Dacia,,,,
CLIO5,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgN23ckUZCi7ucROeDxi8y-n7pgMr8ktSH029VDVO1xh94FQ0MKc13B4ynXPAgKWsh2m-wMXjDSSqc4K8NsjxvIW06Pbk3GuWoJ1GtwD75dVJ1gy_1gZf0YsfGxBNcyxoAhkDLpqEaQq0plwj3NlUz2oU5ChT4zY9SHnJl1smpoQyou1xDr1kwKBRHBbQ/s531/4272.png,280,Automatique,Marrakesh,Essence,2023,5,économique,Salas car,212661149360,#004391,Renault,,,,
ACCENT,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjfJ7gzaORp6_SIeh7NUecBORbG2zSRHY24umADpskVqrIdiFgTPZfSMMDiKxSEkgGHeAXPRAoSnpo8kMvGF4CHK2Q2LpG2hOwria0C-hR9U4lHcggk5Fayk6vd07TVimE3ZeMPRgtAx8Zi8UmEpzfTqjb8mWDAEk-ECwh-6rZltyCeMoHlwFJwVOM2mQ/s531/4273.png,300,Automatique,Marrakesh,Diesel,2022,5,économique,Salas car,212661149360,#004392,Hyundai,,,,
LODGY,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjbgf6wQvBtcAwfk5eilBOqYAR6I-5d-nEjvludXl5q3ui0rxysdzIN-HGfCkbcpo_eq8E8VxUivm1qZr3xc6v7MRSWWU1ByC9w6ztxwCHXprjyAJQIWSlq6XAcsYD85YmGKLf-JC9Ke72yEzNDjiuHd5GOUkym69_ftnjcINkp6a1-VXdV11-VMu-wwg/s531/4274.png,320,Manuelle,Marrakesh,Diesel,2022,7,économique,Salas car,212661149360,#004393,Dacia,,,,
DUSTER,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgKWlfGl5PQq0vaH4PtJKStkGq1H86mZLyCgLHlob4o303EAAZfC3FWSc3x4wPpXJ6CEp-02IAexXUCS0nLNcOeB6spuBtuwJMjBlegu-7hHQ92eTviG6VN0zHPVXzltOkKu2pUJSgwQv4mL_VuziIFpvKILZ5Co58ebAa1p0-EXLDXg9TvrUBzyBAocg/s531/4275.png,330,Manuelle,Marrakesh,Diesel,2023,5,économique,Salas car,212661149360,#004394,Dacia,,,,
